Episode_number,max_x_ori,max_y_ori,max_z_ori,max_w_ori,max_x,max_y,height,max_time,total_reward,steps,explore,exploit
36,-0.7,0.19999999999999998,-0.1,-1.2,0.580488121509552,-0.719504714012146,6.1999999999999975,0.20719385147094727,74.94999999999999,119,112,7
37,0.5,0.7,-0.5,-2.2000000000000006,-0.23119872324168683,0.9933196067810058,6.499999999999997,0.15929388999938965,37.04999999999998,127,114,13
38,0.5,-1.0999999999999999,0.4,-2.400000000000001,0.46027184724807735,0.6945580065250396,6.1999999999999975,0.22371292114257812,91.50000000000003,193,171,22
39,-0.4,0.5,-0.7,-2.1000000000000005,0.40250278711318965,-0.2062182068824768,6.499999999999997,0.21029901504516602,477.8500000000001,161,145,16
40,-0.20000000000000004,-0.30000000000000004,-0.6,-1.5000000000000002,0.54752117395401,0.30220474749803544,6.1999999999999975,0.1975409984588623,496.25,147,130,17
41,0.5,0.7999999999999999,-0.20000000000000004,-2.600000000000001,1.1670561909675599,1.1889929533004762,6.499999999999997,0.16831684112548828,-96.96631274264297,161,145,16
42,0.30000000000000004,0.4,0.7999999999999999,-2.600000000000001,-0.41065990924835205,0.7162580847740173,6.499999999999997,0.21492290496826172,39.3,151,138,13
43,0.7,0.2,-0.10000000000000003,-1.5000000000000002,0.7070394277572631,-0.47417572140693665,6.1999999999999975,0.20637798309326172,81.20000000000002,147,135,12
44,0.4,0.2,0.30000000000000004,-1.4000000000000001,-0.05212707072496414,-0.2521077454090118,6.799999999999997,0.19036102294921875,131.84999999999994,74,70,4
45,0.30000000000000004,0.7999999999999999,0.5,-1.4000000000000001,0.4146563678979873,0.3838166251778603,6.499999999999997,0.2028210163116455,361.04999999999995,132,121,11
46,0.30000000000000004,0.4,-0.20000000000000004,-2.0000000000000004,0.2008018296211958,-0.24153034389019012,6.799999999999997,0.20841193199157715,257.80000000000007,140,120,20
47,0.5,0.2,-0.30000000000000004,-1.9000000000000006,-0.6613222509622573,0.4058104455471039,6.499999999999997,0.16289997100830078,81.85,115,103,12
48,0.5,-0.6,0.30000000000000004,-1.4000000000000001,0.625829142332077,0.35735010802745815,6.1999999999999975,0.19617199897766113,802.0,138,121,17
49,0.2,0.4,-0.7999999999999999,-1.0999999999999999,-0.08727486431598663,-0.02258116304874419,6.799999999999997,0.20388078689575195,144.0,131,116,15
50,0.19999999999999998,0.30000000000000004,0.5,-1.7000000000000004,0.23972322642803193,-0.9582717418670654,6.499999999999997,0.1317598819732666,30.9,169,151,18
51,-0.10000000000000003,0.4,0.5,-1.6000000000000003,-0.19732717275619507,0.3800611555576324,6.499999999999997,0.1911160945892334,477.6000000000001,138,117,21
52,-0.30000000000000004,0.4,0.6,-1.7000000000000004,-0.2893742620944977,-0.49925945401191707,6.799999999999997,0.16391801834106445,261.20000000000005,116,102,14
53,0.30000000000000004,-0.6,-0.20000000000000004,-1.4000000000000001,-0.20845068991184235,0.8277294158935546,6.499999999999997,0.20220303535461426,44.79999999999999,132,116,16
54,-0.7,-0.30000000000000004,0.5,-2.0000000000000004,0.5409229576587676,0.5760264456272125,6.1999999999999975,0.1684420108795166,691.5000000000001,191,169,22
55,0.30000000000000004,0.5,0.4,-1.0999999999999999,0.20123469680547715,-0.19399860352277756,6.499999999999997,0.20482397079467773,361.5,123,113,10
56,0.5,0.4,0.5,-1.4000000000000001,0.17169032990932465,0.29090591967105867,6.799999999999997,0.19018292427062988,361.45,121,111,10
57,0,0,0,0,0,0,0,0,0,0,0,0
58,-0.30000000000000004,0.7999999999999999,-0.30000000000000004,-1.8000000000000005,0.6900016844272613,-0.2290390431880951,6.499999999999997,0.20538592338562012,40.450000000000024,132,114,18
59,0.2,0.1,0.30000000000000004,-1.6000000000000003,0.46384316831827166,-0.012850864790380001,6.499999999999997,0.20626497268676758,137.64999999999998,98,86,12
60,-0.30000000000000004,0.7999999999999999,0.6,-2.2000000000000006,0.15772240459918976,-0.48695486783981323,6.1999999999999975,0.19597506523132324,488.80000000000007,159,140,19
61,-0.8999999999999999,-2.7755575615628914e-17,0.3,-1.9000000000000006,0.5207351505756378,0.14615272209048272,6.499999999999997,0.21367311477661133,158.6,139,122,17
62,0.30000000000000004,0.6,0.2,-1.6000000000000003,-0.07099156975746154,-0.15095312893390656,6.799999999999997,0.15750408172607422,358.65,123,108,15
63,-0.5,0.4,0.2,-0.30000000000000004,-0.32031585872173307,0.05218296721577645,2.0,0,-43.39999999999999,38,37,2
64,0.19999999999999998,0.5,-0.7,-1.6000000000000003,0.44095942974090574,0.29936813529348005,6.799999999999997,0.13860106468200684,52.34999999999969,160,137,23
65,0,0,0,0,0,0,0,0,0.1,0,1,0
66,0.30000000000000004,-0.20000000000000004,-0.4,-1.2,0.45475453734397886,0.1634116753935814,6.1999999999999975,0.19856595993041992,581.6999999999999,125,114,11
67,0.2,1.0999999999999999,0.5,-2.3000000000000007,-0.9880074262619019,0.20234894752502441,6.499999999999997,0.21257519721984863,30.665880733711802,173,152,21
68,-0.4,0.30000000000000004,0.2,-1.0999999999999999,0.4,-0.4427404165267944,6.499999999999997,0.16405606269836426,394.70000000000005,137,119,18
69,1.2,0.5,-0.7,-1.0999999999999999,0.9003949522972107,0.2,6.499999999999997,0.20726799964904785,67.7,154,134,20
70,0.2,-2.7755575615628914e-17,0.4,-0.7,-0.009759760461747646,-0.3074677050113678,6.499999999999997,0.20635700225830078,358.09999999999997,101,89,12
71,0.5,-2.7755575615628914e-17,0.5,-1.8000000000000005,-0.7912433743476868,0.7130151748657226,6.1999999999999975,0.20432806015014648,71.7176415125032,116,102,14
72,0.2,-0.9999999999999999,0.8999999999999999,-1.2,-0.5653824269771576,1.2197041273117066,6.1999999999999975,0.21190309524536133,8.340099323476451,122,106,16
73,0.2,0.5,0.30000000000000004,-1.2,-0.5862797498703003,0.35160929560661314,6.499999999999997,0.16168498992919922,50.349999999999994,103,91,12
74,-0.9999999999999999,-0.20000000000000004,0.1,-0.6,-0.2569682002067566,0.373419588804245,6.499999999999997,0.20844101905822754,686.1500000000001,95,89,6
75,0.1,0.4,-0.5,-1.2,-0.4723868668079376,-0.23626890853047372,6.1999999999999975,0.20293211936950684,256.9,100,88,12
76,-0.10000000000000003,0.4,0.30000000000000004,-2.400000000000001,0.22823259830474854,-0.3884866237640381,6.499999999999997,0.21178317070007324,367.3,149,130,19
77,-0.1,0.2,0.4,-1.5000000000000002,0.17079076021909714,0.2996812893659808,6.499999999999997,0.21214795112609863,260.5500000000001,139,117,22
78,-0.6,0.30000000000000004,0.19999999999999998,-1.6000000000000003,-0.06397657096385956,-0.2187329411506653,6.499999999999997,0.20072603225708008,359.59999999999997,127,112,15
79,0.2,0.6,0.2,-1.0999999999999999,-0.13365935757756234,-0.006448924541473389,6.499999999999997,0.1468489170074463,802.3000000000001,109,100,9
80,0.4,0.2,0.30000000000000004,-1.0999999999999999,0.31414098143577573,0.1725020244717598,6.1999999999999975,0.20540404319763184,464.0,82,70,12
81,0.7,0.30000000000000004,0.6,-1.8000000000000005,0.26929031908512113,-0.10263941586017608,6.799999999999997,0.21244120597839355,583.2000000000002,128,112,16
82,0.5,-0.20000000000000004,0.2,-0.9999999999999999,-0.7993425130844116,0.21915796250104905,6.499999999999997,0.1955549716949463,87.04999999999998,121,108,13
83,-0.30000000000000004,-0.4,0.09999999999999998,-1.3,-0.47632458806037903,-0.19498050212860107,6.1999999999999975,0.18386292457580566,387.09999999999997,100,87,13
84,-2.7755575615628914e-17,-0.5,0.19999999999999998,-2.1000000000000005,0.3802248239517212,0.33149330914020536,6.1999999999999975,0.20989203453063965,583.75,142,129,13
85,0.4,0.5,0.4,-1.0999999999999999,0.009702777862548834,0.2,6.799999999999997,0.1985931396484375,254.04999999999995,120,105,15
86,0.2,-0.7999999999999999,-0.8999999999999999,-2.1000000000000005,-0.563694179058075,0.38943145275115965,6.499999999999997,0.19652915000915527,40.100000000000016,158,138,20
87,-0.30000000000000004,-0.5,0.4,-1.7000000000000004,-0.4024195969104767,0.3807263135910034,6.499999999999997,0.19428396224975586,245.79999999999998,115,102,13
88,0.6,-0.10000000000000003,0.2,-1.8000000000000005,-0.34340569376945496,0.1582255743443966,6.799999999999997,0.20597004890441895,368.4000000000001,158,141,17
89,0.4,0.0,0.5,-1.2,0.5152766227722168,-0.41450653076171873,6.799999999999997,0.16421794891357422,161.74999999999994,85,72,13
90,0.2,0.5,-0.4,-1.3,0.3880277037620544,0.33122595846652986,6.499999999999997,0.14751601219177246,248.24999999999997,104,88,16
91,-0.30000000000000004,-0.10000000000000003,0.30000000000000004,-1.3,0.2601196698844433,-0.1334081381559372,6.499999999999997,0.18861603736877441,250.79999999999998,121,103,18
92,0.6,0.3,0.5,-1.4000000000000001,-0.01788350343704223,1.0380697131156922,6.799999999999997,0.20040488243103027,31.710516571330903,109,96,13
93,-0.5,0.30000000000000004,0.19999999999999998,-1.5000000000000002,-0.3820367753505707,0.4745966553688049,7.099999999999997,0.18012595176696777,251.25,126,107,19
94,-0.4,-0.30000000000000004,0.2,-2.1000000000000005,0.4243499159812927,0.30568379163742065,6.499999999999997,0.2074580192565918,363.65,119,103,16
95,0.30000000000000004,0.7999999999999999,-0.4,-1.9000000000000006,0.1711938887834549,0.30000000000000004,7.399999999999997,0.19933295249938965,142.04999999999995,108,90,18
96,-0.30000000000000004,-0.10000000000000003,-0.5,-1.3,0.0450182355940342,-0.5110526323318482,6.799999999999997,0.219559907913208,35.550000000000004,101,84,17
97,0.30000000000000004,0.7,0.7,-1.4000000000000001,-0.34856454133987425,0.20159697532653809,6.1999999999999975,0.20988798141479492,352.9,88,78,10
98,0.30000000000000004,0.0,0.0,-1.7000000000000004,-0.06442141532897949,0.24593482464551927,6.499999999999997,0.20894789695739746,133.39999999999998,98,88,10
99,0.4,0.19999999999999998,0.5,-1.5000000000000002,0.30000000000000004,0.2794217377901077,6.1999999999999975,0.20263004302978516,577.7,107,94,13
100,-0.20000000000000004,-0.4,0.2,-1.7000000000000004,-0.19913913309574127,-0.034332361072301865,6.499999999999997,0.20761489868164062,248.49999999999997,115,99,16
101,-0.10000000000000003,0.5,0.2,-1.4000000000000001,-0.36932971775531764,-0.0394393652677536,6.499999999999997,0.2176220417022705,246.2,109,94,15
102,-0.20000000000000004,0.4,0.5,-1.7000000000000004,0.6549844861030578,0.36474189162254333,6.799999999999997,0.22348690032958984,53.800000000000026,139,120,19
103,-1.0999999999999999,0.7,-0.4,-1.5000000000000002,-0.1412394881248474,-0.685505747795105,6.1999999999999975,0.22867798805236816,100.20000000000002,118,103,15
104,-0.30000000000000004,0.6,-0.4,-1.4000000000000001,-0.1889505237340927,0.9470543265342712,6.1999999999999975,0.2002239227294922,74.4805418178733,98,85,13
105,-0.20000000000000004,-0.20000000000000004,0.2,-1.8000000000000005,0.03343958854675294,0.34840887486934663,6.499999999999997,0.20634007453918457,137.49999999999997,105,90,15
106,0.4,0.1,-0.4,-0.8999999999999999,0.568465518951416,0.8628242611885071,6.499999999999997,0.17443394660949707,54.42899013550868,111,97,14
107,-0.5,-0.4,0.30000000000000004,-1.2,0.49371877908706663,0.09311046451330185,6.799999999999997,0.2248389720916748,255.75,124,107,17
108,0.5,0.4,-2.7755575615628914e-17,-1.6000000000000003,-0.2907356321811676,-0.5226612329483032,6.499999999999997,0.21938180923461914,52.29999999999999,127,109,18
109,0.09999999999999998,-0.30000000000000004,-0.30000000000000004,-1.3,0.5261316895484924,0.2904230713844299,6.499999999999997,0.1481919288635254,574.1500000000001,127,108,19
110,-0.5,0.2,0.7,-0.7,-0.22933807969093323,0.36224354729056363,6.799999999999997,0.16294097900390625,354.0,87,74,13
111,0.30000000000000004,0.09999999999999998,-0.7,-0.6,-0.5679622292518616,0.6536777973175049,7.099999999999997,0.19269704818725586,46.20000000000002,119,101,18
112,0.4,0.5,-0.6,-1.2,-0.2596315801143646,1.1057018995285035,6.799999999999997,0.2184901237487793,13.46658998774869,125,107,18
113,0.1,0.2,0.8999999999999999,-1.7000000000000004,-0.32873998731374743,0.5762098848819732,6.1999999999999975,0.20664405822753906,683.0,92,78,14
114,-0.6,-0.8999999999999999,0.30000000000000004,-1.2,-0.5056673288345337,-0.14394242465496063,6.499999999999997,0.15402913093566895,166.74999999999997,91,77,14
115,0.2,-0.1,0.4,-0.9999999999999999,-0.4634598195552826,0.1810677483677864,6.499999999999997,0.15123200416564941,473.7,80,68,12
116,0.7,-0.10000000000000003,0.30000000000000004,-0.9999999999999999,0.16686200201511384,0.16082138642668725,6.499999999999997,0.21320796012878418,359.59999999999997,109,94,15
117,-0.30000000000000004,-0.5,0.1,-1.2,-0.18225930631160736,-0.5259047746658325,6.1999999999999975,0.2119309902191162,99.5,103,89,14
118,0.2,0.2,-0.30000000000000004,-0.7999999999999999,0.4436244428157806,-0.2919164806604385,6.499999999999997,0.2014768123626709,88.1,82,70,12
119,-0.30000000000000004,0.5,0.30000000000000004,-1.9000000000000006,0.6796508967876433,0.09953176738927141,6.499999999999997,0.1398639678955078,44.25000000000001,122,100,22
120,-0.2,0.2,0.4,-0.9999999999999999,0.06198610216379166,0.14698538258671762,6.1999999999999975,0.19683504104614258,457.5,56,48,8
121,-0.10000000000000003,-0.30000000000000004,0.2,-1.6000000000000003,0.2971244156360626,-0.5347763419151307,6.1999999999999975,0.21666407585144043,55.94999999999999,117,101,16
122,0.09999999999999998,0.30000000000000004,0.4,-1.4000000000000001,-0.01951731145381927,0.4041596412658691,6.1999999999999975,0.15280699729919434,695.9000000000001,130,110,20
123,0.6,0.30000000000000004,0.2,-1.0999999999999999,0.4370324790477753,0.2,6.799999999999997,0.19910001754760742,141.64999999999998,96,79,17
124,0.30000000000000004,0.19999999999999998,0.1,-1.4000000000000001,-0.5875187039375305,-0.5298377871513367,6.799999999999997,0.21161818504333496,28.599999999999994,123,105,18
125,-0.30000000000000004,0.4,0.4,-0.9999999999999999,0.42652806639671326,-0.24818605780601502,6.499999999999997,0.19202303886413574,354.54999999999995,84,74,10
126,0,0,0,0,0,0,0,0,0.1,0,1,0
127,-2.7755575615628914e-17,-0.1,0.19999999999999998,-0.9999999999999999,-0.09084475934505462,0.3244385182857513,7.099999999999997,0.15363621711730957,365.24999999999994,120,101,19
128,0.5,0.4,0.30000000000000004,-1.5000000000000002,-0.42510623335838316,0.5959519207477569,6.499999999999997,0.2089231014251709,118.54999999999998,119,104,15
129,0.5,-0.30000000000000004,0.09999999999999998,-1.6000000000000003,0.37260235548019405,-0.5184380412101746,6.499999999999997,0.19649791717529297,167.64999999999998,133,116,17
130,0.5,0.3,0.5,-1.0999999999999999,0.4551760911941528,-0.34098225831985474,6.799999999999997,0.2100200653076172,35.35000000000001,105,86,19
131,0.4,0.4,-0.10000000000000003,-1.8000000000000005,0.2532068729400635,0.19135051760822536,6.799999999999997,0.2188739776611328,248.14999999999998,103,85,18
132,-0.10000000000000003,0.2,0.0,-1.7000000000000004,-0.5962041020393372,0.002449889900162816,6.1999999999999975,0.20934414863586426,48.14999999999999,85,77,8
133,0.7,0.2,-0.30000000000000004,-1.6000000000000003,-0.15826725959777832,0.3867614686489105,6.499999999999997,0.1932687759399414,465.24999999999994,103,86,17
134,0.6,0.0,-0.20000000000000004,-1.3,-0.43968039751052856,-0.19802436083555222,6.1999999999999975,0.19209599494934082,571.15,98,85,13
135,0.30000000000000004,0.2,-0.1,-1.3,0.12925656139850616,0.2489187128841877,6.1999999999999975,0.2061009407043457,905.6000000000001,93,85,8
136,-0.2,-0.6,-0.2,-1.0999999999999999,-0.5768299102783203,0.27513174414634706,6.799999999999997,0.2202589511871338,28.799999999999997,102,85,17
137,-0.20000000000000004,-0.4,-0.20000000000000004,-0.9999999999999999,-0.34804025292396545,0.46012040972709656,6.799999999999997,0.20754384994506836,39.24999999999999,104,84,20
138,0.4,0.4,0.30000000000000004,-1.2,-0.6617404341697692,-0.12132871150970459,6.499999999999997,0.21752190589904785,144.85,90,78,12
139,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-1.7000000000000004,-0.24257579445838928,-0.12452706173062325,6.499999999999997,0.214094877243042,146.8,130,108,22
140,-0.7,-0.30000000000000004,0.2,-1.4000000000000001,-0.10205630958080292,0.4350893765687942,6.799999999999997,0.26790595054626465,258.79999999999995,133,109,24
141,-0.20000000000000004,-0.20000000000000004,0.30000000000000004,-1.0999999999999999,-0.2707781493663788,-0.339271080493927,7.099999999999997,0.21780991554260254,139.79999999999995,111,94,17
142,-0.5,-0.4,-0.30000000000000004,-1.8000000000000005,0.6405634641647339,0.5319750428199768,6.499999999999997,0.21488094329833984,46.44999999999998,124,104,20
143,0.30000000000000004,-0.20000000000000004,0.4,-1.5000000000000002,0.11348375678062439,-0.1424882560968399,6.799999999999997,0.20582199096679688,249.39999999999995,111,94,17
144,0.19999999999999998,-0.30000000000000004,0.4,-1.4000000000000001,0.33522791862487794,-0.5160162210464477,6.799999999999997,0.2127690315246582,31.150000000000006,114,94,20
145,0.5,-0.20000000000000004,0.1,-0.7,0.400932639837265,0.23764429539442064,6.799999999999997,0.22304797172546387,134.59999999999997,76,64,12
146,0.2,0.2,0.2,-1.2,-0.04789724946022034,0.29828786849975586,6.499999999999997,0.2243361473083496,244.49999999999997,92,80,12
147,-0.1,0.2,0.30000000000000004,-0.9999999999999999,0.2609434187412262,-0.4597165882587433,6.499999999999997,0.2121729850769043,239.39999999999995,59,53,6
148,0.2,-0.7999999999999999,0.30000000000000004,-1.7000000000000004,0.9594841599464417,-0.597436249256134,6.499999999999997,0.2081310749053955,13.895193537860784,101,89,12
149,-0.4,-0.10000000000000003,-0.30000000000000004,-1.4000000000000001,-0.3122469484806061,0.27144584655761717,6.799999999999997,0.14301609992980957,143.7,118,99,19
150,0.1,0.2,0.30000000000000004,-1.0999999999999999,0.4041213750839233,0.5296019434928894,6.799999999999997,0.20930194854736328,149.5,105,89,16
151,0.2,0.30000000000000004,0.30000000000000004,-1.3,0.30000000000000004,0.27209689319133756,6.499999999999997,0.21399903297424316,465.59999999999997,88,77,11
152,-0.30000000000000004,0.30000000000000004,0.2,-1.3,-0.22845210134983063,-0.4882745504379272,6.799999999999997,0.20531082153320312,256.70000000000005,96,80,16
153,-0.2,0.30000000000000004,0.5,-1.4000000000000001,0.11782752014696599,0.35605410933494563,6.799999999999997,0.21749496459960938,138.09999999999997,94,79,15
154,0.4,0.4,0.4,-1.6000000000000003,0.5561829566955566,-0.08986782431602477,6.1999999999999975,0.2133009433746338,802.5500000000001,142,123,19
155,0.4,0.2,0.2,-1.4000000000000001,0.026112627983093273,-0.3517005443572998,6.499999999999997,0.20488190650939941,245.69999999999996,90,77,13
156,0.2,-0.30000000000000004,-0.4,-2.0000000000000004,-0.22774654030799865,-0.3621279001235962,6.499999999999997,0.19404911994934082,250.29999999999995,99,84,15
157,0.2,0.4,-0.10000000000000003,-0.8999999999999999,0.3028360351920128,-0.3503134548664093,6.1999999999999975,0.1469109058380127,909.95,103,89,14
158,0.2,0.8999999999999999,0.30000000000000004,-0.30000000000000004,-0.1278662532567978,-0.6141325831413269,6.1999999999999975,0.1564788818359375,75.49999999999999,82,69,13
159,0.30000000000000004,0.0,0.1,-0.9999999999999999,0.42810965776443477,0.17728877663612366,7.099999999999997,0.2007279396057129,144.34999999999997,104,85,19
160,0.09999999999999998,-0.10000000000000003,0.4,-0.6,0.29088895618915556,0.18641317486763,6.499999999999997,0.14339518547058105,352.24999999999994,78,65,13
161,0.4,0.2,-0.6,-1.5000000000000002,0.29233590215444566,-0.08409071862697601,6.1999999999999975,0.1660151481628418,693.3000000000003,124,106,18
162,0.2,-0.30000000000000004,0.4,-0.7999999999999999,0.24891036748886108,0.33924604058265684,6.799999999999997,0.21467304229736328,360.29999999999995,89,70,19
163,-0.1,0.1,-0.30000000000000004,-1.2,0.1670376643538475,-0.11455813273787499,6.799999999999997,0.20939302444458008,358.54999999999995,94,81,13
164,-0.10000000000000003,0.6,0.5,-1.2,0.30000000000000004,0.15630316585302353,6.499999999999997,0.13889408111572266,137.34999999999997,95,83,12
165,0.6,-0.7,0.30000000000000004,-0.8999999999999999,-0.25524439513683317,-0.4806678593158722,6.799999999999997,0.2171931266784668,59.15000000000001,111,94,17
166,0.7999999999999999,0.30000000000000004,0.5,-1.6000000000000003,0.3937512609176338,-0.1062217727303505,6.1999999999999975,0.20673203468322754,796.6500000000001,105,91,14
167,-0.5,-0.5,0.5,-1.3,-0.2394685387611389,0.00745692104101181,6.799999999999997,0.20174193382263184,246.69999999999996,87,70,17
168,-0.4,0.1,-0.5,-1.2,0.20573315620422364,0.16745043247938157,6.799999999999997,0.16760993003845215,461.75,73,60,13
169,0.19999999999999998,0.8999999999999999,0.1,-0.8999999999999999,0.6313576102256775,-0.0053437864407896996,6.799999999999997,0.19504690170288086,26.849999999999987,92,78,14
170,-0.1,0.5,-0.10000000000000003,-0.4,0.1456943154335022,0.20109546035528184,6.799999999999997,0.19261479377746582,252.49999999999997,104,80,24
171,0.2,-0.5,-0.4,-2.500000000000001,-0.1962277889251709,-0.24708684384822846,6.799999999999997,0.21268701553344727,472.15,129,109,20
172,0.1,-0.10000000000000003,0.6,-0.8999999999999999,-0.17201989889144897,0.12056733369827272,7.399999999999997,0.20304203033447266,135.99999999999994,75,61,14
173,0.1,0.30000000000000004,0.4,-0.9999999999999999,-0.3072108030319214,0.07219050824642181,6.499999999999997,0.20000410079956055,357.9499999999999,98,83,15
174,0.7,0.2,-0.20000000000000004,-1.2,0.4757151365280151,-0.33864912390708923,7.099999999999997,0.15827512741088867,49.599999999999994,111,94,17
175,-0.5,-0.30000000000000004,0.4,-1.8000000000000005,-0.21662474870681767,0.2543112993240356,6.499999999999997,0.2160031795501709,468.8999999999999,108,90,18
176,0.5,0.2,-0.30000000000000004,-0.8999999999999999,0.38637976646423344,0.20081634670495987,7.099999999999997,0.19187688827514648,139.39999999999998,90,71,19
