Episode_number,yaw,pitch,roll,max_x,max_y,height,max_time,total_reward,steps,explore,exploit
0,0,0,0,0,0,0,0,0,0,0,0
1,2.2763645044801075,0,2.049148758173554,-0.5420203804969788,2.05992021560669,2.8999999999999995,0,-447.7431664474776,275,195,81
2,2.8809902618424523,0.04001067435398893,0.4297622790966885,0.19362933784723282,0.2488608129322529,2.3,0,-101.19999999999999,46,43,4
3,0.7649928327109103,0.36826789343664,0.48088728019533583,0.1926981911994517,0.23376853838562967,2.0,0,-2.3999999999999986,46,44,3
4,1.7501351585937024,0.47799519851895245,1.2354719454798855,0.47632746100425716,0.511860853433609,2.5999999999999996,0,58.39999999999998,154,137,18
5,1.5871883011029018,1.5707963267948966,1.463106455962076,-0.378253698348999,0.35158522129058833,2.0,0,133.39999999999998,129,110,20
6,1.5852880658603965,1.5707963267948966,1.6135510050791446,0.3202084302902221,4.779596567153929,2.5999999999999996,0,-902.0860148989466,763,349,415
7,1.6617608134379425,1.5707963267948966,1.5817848954776301,-0.9833841562271118,-0.802057147026062,2.5999999999999996,0,112.60549193552848,461,269,193
8,2.840367075727408,0.1606906529519106,1.9803968762954136,0.3664135456085206,-1.4522317171096804,2.8999999999999995,0,-319.0934411179291,1000,379,621
9,1.7595205394959526,0.7753974966107532,1.7291219035680847,1.0887121915817262,3.3736989498138428,2.5999999999999996,0,-936.5017457676912,929,375,555
10,1.6541147693850093,1.5707963267948966,1.6005977992575422,-0.3110006213188171,1.3581355810165405,7.099999999999997,0.19897198677062988,172.3154056691131,521,304,217
11,1.653585384019257,1.5707963267948966,1.6400071388185098,1.5154868125915528,-0.6572832822799682,6.499999999999997,0.241225004196167,-189.37680756488592,810,382,428
12,1.460139105621001,1.5707963267948966,1.5707963267948966,0.9116509079933166,0.43029862940311436,1.7,0,76.99999999999997,172,133,40
13,1.6738779353175965,1.2870022175865703,1.3473197256542637,0.5128388166427612,-0.8243732392787932,2.3,0,217.99999999999997,211,166,46
14,0.3612037554936817,0.747762634659921,0.16076274062583476,0.14620472937822343,0.16863293796777726,2.3,0,-86.9,60,53,8
15,1.5838983024075384,1.5707963267948966,1.5838983024075384,0.8928709983825683,0.89048593044281,3.799999999999999,0,864.6678134455075,1000,373,627
16,2.669470671186017,0.0200013335733904,2.037828017632116,0.6046052932739258,-0.31934428215026855,3.1999999999999993,0,507.50000000000006,496,301,196
17,1.5707963267948966,0.020001333573390494,1.2341215074081695,-0.36773509383201597,-0.08192668855190277,2.0,0,68.0,67,60,8
18,1.5825145403972907,1.5707963267948966,1.57778921980023,1.0089125394821168,-0.6652784943580627,2.5999999999999996,0,600.824032185104,1000,394,606
19,1.5813966364507037,1.5707963267948966,1.5964916048010263,1.1447272419929506,0.7266930520534515,3.1999999999999993,0,924.5442677168978,1000,394,606
20,2.916881485175149,1.5707963267948966,2.2035451617970794,0.6013937711715698,-0.09826858341693878,4.099999999999999,0,994.552896828919,1000,410,590
21,3.141592653589793,1.5707963267948966,3.141592653589793,0.542875325679779,0.7877424120903015,4.699999999999998,0,1016.7000000000002,1000,369,631
22,2.6155262345930312,1.5707963267948966,1.7367098224160364,0.8903831005096435,-0.4308788478374481,3.499999999999999,0,743.4000000000002,726,345,382
23,0.5565993180102229,0.283794109208328,0.3016190462662398,-0.09082292765378952,-0.28360795378685,2.0,0,-19.799999999999997,78,70,9
24,1.7130579457285164,1.5707963267948966,1.6597006951485902,0.20532016009092333,0.5334895849227905,3.1999999999999993,0,1016.1000000000003,1000,379,621
25,1.5871282587731312,1.5707963267948966,1.7818896600176426,-0.3912654519081116,0.6146648049354553,5.899999999999998,0,1018.4000000000003,1000,407,593
26,2.706508702427747,0,2.487956756670271,-0.1070593237876892,0.9663217067718506,6.1999999999999975,0.24738693237304688,743.826248942805,403,243,160
27,1.614188339774672,1.5707963267948966,1.5854634084408112,-1.120243763923645,0.16632132232189178,6.499999999999997,0.24051618576049805,-308.62501030962443,758,331,427
28,2.0503156187874927,1.5707963267948966,1.558432960715019,-0.08474116027355194,0.5555445373058319,5.299999999999998,0,1021.4000000000004,1000,377,623
29,1.7837346763742936,1.5707963267948966,1.5707963267948966,-0.1177256852388382,-0.687462568283081,6.1999999999999975,0.2524280548095703,1069.0000000000002,605,319,286
30,1.8745308126374833,0.1001674211615598,1.7621751120793214,0.632280147075653,0.6958550810813904,2.0,0,141.39999999999995,233,174,60
31,1.6314265317867227,0.060036058445278435,1.586820596123939,1.3345474720001222,1.0541853427886962,6.1999999999999975,0.2717289924621582,-480.9561525496935,754,333,421
32,2.346486057358236,1.5707963267948966,1.7196862744043937,-0.9065566420555115,1.0092204689979554,5.299999999999998,0,207.29431467318074,1000,378,622
33,3.141592653589793,0,3.024483909022929,1.185262417793274,0.4989962875843048,2.5999999999999996,0,457.69500787652134,1000,404,596
34,1.977479155940974,0.020001333573390494,1.5945547488664102,0.998452877998352,-0.5209729135036468,2.8999999999999995,0,730.9905719829752,819,364,456
35,3.1415926535897856,1.5707963267948966,3.1415926535897856,1.4116201162338258,1.1372407197952272,6.499999999999997,0.24965786933898926,-528.0551465572653,800,363,437
36,1.6071203815278505,1.5707963267948966,1.5827086291944674,-0.179971843957901,-0.22151392549276352,3.799999999999999,0,1017.4000000000003,1000,367,633
37,1.6023647832826746,1.5707963267948966,1.5707963267948966,0.7840730905532837,-0.02036441266536712,2.3,0,176.6,172,143,30
38,1.6775319994440323,1.5707963267948966,1.5659087801806084,0.7182166934013366,-1.4979264736175537,4.099999999999999,0,-69.30463445374205,1000,389,611
